Date,KOSPI,FX,US_10Y,KR_1M,US_1M,KR_10Y,SPX,Returns_SPX,VIX,Yield_Spread,Swap_Point_Proxy,FX_MA_Divergence,VIX_Change,,,,,
2004-08-23,100.92,1138.5,4.28715,3.48,1.30392,4.2,1095.68,-0.002430919,13.22813012,-0.08715,0.18134,-0.013175002,0,,,,,
2004-08-24,101.5,1143,4.27968,3.48,1.34957,4.2,1096.19,0.000465464,13.22813012,-0.07968,0.177535833,-0.008285975,0,,,,,
2004-08-25,102.87,1142,4.26599,3.48,1.37527,4.2,1104.96,0.008000438,13.22813012,-0.06599,0.175394167,-0.007991661,0,,,,,
2004-08-26,103.25,1141,4.22009,3.48,1.39554,4.2,1105.09,0.000117651,12.83587111,-0.02009,0.173705,-0.007782947,-0.029653398,,,,,
2004-08-27,103.38,1151.5,4.23118,3.47,1.42585,4.2,1107.77,0.002425142,12.85320818,-0.03118,0.170345833,0.001979595,0.001350674,,,,,
2004-08-30,103.07,1150.5,4.18415,3.47,1.42072,4.2,1099.15,-0.007781399,13.06646937,0.01585,0.170773333,0.001654188,0.016592059,,,,,
2004-08-31,102.89,1147,4.12503,3.46,1.43082,4.2,1104.24,0.004630851,13.15647661,0.07497,0.169098333,-0.000849322,0.006888413,,,,,
2004-09-01,104.69,1142,4.12253,3.46,1.42099,4.2,1105.91,0.001512352,13.07833746,0.07747,0.1699175,-0.004641231,-0.005939216,,,,,
2004-09-02,105.66,1142,4.20509,3.46,1.44126,4.2,1118.31,0.011212486,13.40686208,-0.00509,0.168228333,-0.004250681,0.025119754,,,,,
2004-09-03,104.84,1139.5,4.29208,3.46,1.49182,4.2,1113.63,-0.004184886,13.50163008,-0.09208,0.164015,-0.005888768,0.007068619,,,,,
2004-09-06,105.52,1140.5,4.289,3.47,1.502,4.2,1113.63,0,12.09662202,-0.089,0.164,-0.004212778,-0.104062106,,,,,
2004-09-07,104.97,1147.5,4.24347,3.46,1.50191,4.2,1121.3,0.006887386,10.63273845,-0.04347,0.163174167,0.002489844,-0.121015897,,,,,
2004-09-08,104.44,1147,4.16415,3.46,1.51963,4.2,1116.27,-0.004485865,10.88132633,0.03585,0.1616975,0.002556651,0.023379478,,,,,
2004-09-09,105.39,1148.7,4.19875,3.46,1.56828,4.2,1118.38,0.001890224,10.1827831,0.00125,0.157643333,0.004406904,-0.064196515,,,,,
2004-09-10,107.32,1147,4.18505,3.46,1.59347,4.2,1123.92,0.004953594,10.10184219,0.01495,0.155544167,0.003293286,-0.0079488,,,,,
2004-09-13,109.56,1140,4.14918,3.46,1.58832,4.2,1125.82,0.001690512,8.866163433,0.05082,0.155973333,-0.002546132,-0.12232212,,,,,
2004-09-14,109.27,1137.5,4.13065,3.46,1.58063,4.2,1128.33,0.002229486,8.858188769,0.06935,0.156614167,-0.004493999,-0.000899449,,,,,
2004-09-15,109.27,1128.5,4.16765,3.46,1.5531,4.2,1120.37,-0.007054674,8.538637463,0.03235,0.158908333,-0.012046294,-0.036074113,,,,,
2004-09-16,110.2,1127,4.07525,3.46,1.54287,4.2,1123.5,0.00279372,8.545106094,0.12475,0.159760833,-0.012949023,0.000757572,,,,,
2004-09-17,109.32,1131,4.12061,3.46,1.57315,4.2,1128.55,0.004494882,7.73527558,0.07939,0.1572375,-0.009272196,-0.094771265,,,,,
2004-09-20,110.38,1133.5,4.05912,3.46,1.60356,4.2,1122.2,-0.005626689,7.920139257,0.14088,0.154703333,-0.006864768,0.023898784,,,,,
2004-09-21,110.42,1129,4.03947,3.46,1.57048,4.14,1129.3,0.006326858,7.90469645,0.10053,0.15746,-0.010200459,-0.001949815,,,,,
2004-09-22,107.53,1127,3.98693,3.46,1.52769,4.06,1113.56,-0.013937838,9.374842437,0.07307,0.161025833,-0.011303772,0.185983864,,,,,
2004-09-23,106.94,1128,4.02713,3.46,1.52255,4.01,1108.36,-0.004669708,9.553127834,-0.01713,0.161454167,-0.009861881,0.019017429,,,,,
2004-09-24,107.33,1127,4.03185,3.46,1.53252,4.01,1110.11,0.001578909,9.189992604,-0.02185,0.160623333,-0.009674783,-0.038012182,,,,,
2004-09-30,107.69,1130,4.05912,3.46,1.47682,4.03,1114.58,0.004026628,9.279184251,-0.02912,0.165265,-0.006143441,0.009705301,,,,,
2004-10-01,109.42,1130,4.03947,3.46,1.51728,4,1131.5,0.015180606,10.53204771,-0.03947,0.161893333,-0.005399886,0.135018707,,,,,
2004-10-04,114.02,1129,4.123,3.46,1.50706,3.91,1135.17,0.003243482,10.08223525,-0.213,0.162745,-0.005711216,-0.042708927,,,,,
2004-10-05,114.04,1133,4.09,3.44,1.52477,3.88,1134.48,-0.000607838,10.04196597,-0.21,0.1596025,-0.001792896,-0.003994083,,,,,
2004-10-06,114.44,1135,4.166,3.42,1.54802,3.88,1142.05,0.006672661,10.2087616,-0.286,0.155998333,0.000167429,0.016609858,,,,,
2004-10-07,114.17,1134.5,4.232,3.42,1.55303,3.99,1130.65,-0.00998205,10.3043648,-0.242,0.155580833,-8.81E-06,0.009364818,,,,,
2004-10-08,113.82,1129.5,4.119,3.45,1.54769,4.17,1122.14,-0.007526644,10.54664749,0.051,0.158525833,-0.003625586,0.023512627,,,,,
2004-10-11,113.82,1134.5,4.13094,3.46,1.5527,4.15,1124.39,0.002005097,10.56009493,0.01906,0.158941667,0.001337176,0.001275044,,,,,
2004-10-12,110.47,1130.5,4.10493,3.46,1.56794,4.15,1121.84,-0.002267896,10.34361169,0.04507,0.157671667,-0.001391251,-0.020500123,,,,,
2004-10-13,110.42,1135,4.06907,3.46,1.57803,4.15,1113.65,-0.007300506,10.53358902,0.08093,0.156830833,0.003115402,0.018366635,,,,,
2004-10-14,109.17,1135,4.02104,3.45,1.57978,4.15,1103.29,-0.009302743,10.95439976,0.12896,0.155851667,0.00333709,0.039949416,,,,,
2004-10-15,108.42,1135.5,4.05903,3.45,1.58338,4.03,1108.2,0.004450326,10.92509759,-0.02903,0.155551667,0.003867831,-0.002674923,,,,,
2004-10-18,109.24,1133.5,4.04912,3.45,1.58331,4.08,1114.02,0.00525176,11.08075239,0.03088,0.1555575,0.001878245,0.014247452,,,,,
2004-10-19,110.24,1133.5,4.03798,3.45,1.58325,4.09,1103.23,-0.009685643,11.46154023,0.05202,0.1555625,0.001590528,0.0343648,,,,,
2004-10-20,106.93,1134,3.98757,3.45,1.60392,4.09,1103.66,0.000389765,11.26464416,0.10243,0.15384,0.001899545,-0.017178849,,,,,
2004-10-21,105.78,1132,3.99977,3.45,1.61401,4.09,1106.49,0.002564195,11.25646744,0.09023,0.152999167,0.000198803,-0.000725874,,,,,
2004-10-22,106.8,1133,3.98242,3.45,1.6392,4.05,1095.74,-0.009715406,11.49898018,0.06758,0.1509,0.000905497,0.021544302,,,,,
2004-10-25,104.13,1137.5,3.97377,3.45,1.72041,4.02,1094.81,-0.000848741,11.39725283,0.04623,0.1441325,0.004415011,-0.008846641,,,,,
2004-10-26,104.98,1133,3.99579,3.45,1.71271,4,1111.09,0.01487016,12.38876796,0.00421,0.144774167,0.000220702,0.086995976,,,,,
2004-10-27,104.63,1129.5,4.08702,3.45,1.77935,3.98,1125.4,0.012879245,12.27678381,-0.10702,0.139220833,-0.002979146,-0.009039168,,,,,
2004-10-28,107.77,1129.5,4.06717,3.45,1.70811,3.97,1127.44,0.001812689,12.1439426,-0.09717,0.1451575,-0.002957143,-0.010820522,,,,,
2004-10-29,107.99,1125.5,4.02874,3.45,1.73327,3.94,1130.2,0.002448024,12.1541557,-0.08874,0.143060833,-0.006290696,0.000841004,,,,,
2004-11-01,108.17,1126,4.08186,3.45,1.7713,3.93,1130.51,0.000274288,12.10246715,-0.15186,0.139891667,-0.005717566,-0.004252747,,,,,
2004-11-02,109.67,1128.5,4.06819,3.45,1.78772,3.96,1130.54,2.65E-05,10.95493392,-0.10819,0.138523333,-0.003311989,-0.094818124,,,,,
2004-11-03,111.58,1117.5,4.07559,3.46,1.82756,4.01,1143.2,0.011198188,11.55340836,-0.06559,0.136036667,-0.012263838,0.054630583,,,,,
2004-11-04,110.3,1117.5,4.07307,3.46,1.8478,4.01,1161.67,0.016156403,12.7215007,-0.06307,0.13435,-0.011521196,0.101103701,,,,,
2004-11-05,111.52,1118.5,4.18392,3.46,1.8526,4.03,1166.17,0.003873734,12.60935038,-0.15392,0.13395,-0.010155092,-0.008815809,,,,,
2004-11-08,109.34,1115.5,4.22158,3.46,1.883,4.05,1164.89,-0.00109761,12.02755663,-0.17158,0.131416667,-0.011979363,-0.046139867,,,,,
2004-11-09,109.04,1122,4.22409,3.46,1.88036,3.98,1164.08,-0.000695345,11.63606149,-0.24409,0.131636667,-0.005847953,-0.032549848,,,,,
2004-11-10,111.19,1117,4.25056,3.45,1.91389,4.03,1162.91,-0.001005086,11.670977,-0.22056,0.128009167,-0.009488339,0.00300063,,,,,
2004-11-11,111.24,1120.5,4.26983,3.46,2.15312,3.9,1173.48,0.009089267,11.85571625,-0.36983,0.108906667,-0.005745469,0.015828945,,,,,
2004-11-12,113.41,1119,4.19321,3.24,1.9085,3.88,1184.17,0.009109657,11.59665648,-0.31321,0.110958333,-0.006349065,-0.021851043,,,,,
2004-11-15,114.09,1120,4.19318,3.24,1.9084,3.91,1183.81,-0.00030401,10.84325656,-0.28318,0.110966667,-0.004864613,-0.064966995,,,,,
2004-11-16,113.3,1116.5,4.20795,3.23,1.89814,3.91,1175.43,-0.007078839,11.37641976,-0.29795,0.110988333,-0.00722463,0.049170026,,,,,
2004-11-17,114.61,1112,4.13783,3.23,1.87264,3.91,1181.94,0.005538399,11.38453021,-0.22783,0.113113333,-0.010257894,0.000712917,,,,,
2004-11-18,113.33,1113.5,4.1182,3.24,1.86239,3.94,1183.55,0.001362167,10.52140022,-0.1782,0.114800833,-0.008106182,-0.075816039,,,,,
2004-11-19,112.07,1113.5,4.20289,3.24,1.90781,3.94,1170.34,-0.011161337,11.56851568,-0.26289,0.111015833,-0.007243954,0.099522443,,,,,
2004-11-22,109.83,1110.5,4.17697,3.24,1.94482,3.94,1177.24,0.005895723,11.61882427,-0.23697,0.107931667,-0.008725536,0.004348751,,,,,
2004-11-23,111.18,1112,4.18804,3.24,1.94641,3.94,1176.94,-0.000254833,10.8039978,-0.24804,0.107799167,-0.00645536,-0.070129855,,,,,
2004-11-24,112.74,1111.5,4.20156,3.24,1.97998,3.93,1181.76,0.004095366,10.70659055,-0.27156,0.105001667,-0.006102877,-0.009015853,,,,,
2004-11-25,112.59,1114,4.199,3.24,1.975,3.92,1181.76,0,9.969283658,-0.279,0.105416667,-0.003176592,-0.068864769,,,,,
2004-11-26,110.68,1112.5,4.23863,3.24,2.00507,3.91,1182.65,0.000753114,9.325814652,-0.32863,0.102910833,-0.003939475,-0.06454516,,,,,
2004-11-29,111.62,1111,4.32833,3.24,1.98971,3.91,1178.57,-0.00344988,9.525032478,-0.41833,0.104190833,-0.004614075,0.021361976,,,,,
2004-11-30,113.4,1110,4.35967,3.24,2.03534,3.92,1173.82,-0.004030308,9.741236327,-0.43967,0.100388333,-0.004685153,0.022698489,,,,,
2004-12-01,113.09,1106,4.37351,3.24,2.05255,3.91,1191.37,0.014951185,10.69582484,-0.46351,0.098954167,-0.007760283,0.097994596,,,,,
2004-12-02,114.06,1104,4.40753,3.24,2.0607,3.91,1190.33,-0.000872945,10.72415074,-0.49753,0.098275,-0.00895442,0.002648314,,,,,
2004-12-03,113.96,1103,4.27337,3.24,2.06162,3.92,1191.17,0.000705687,10.26543713,-0.35337,0.098198333,-0.009162774,-0.042773887,,,,,
2004-12-06,112.37,1103,4.23479,3.24,2.07802,3.92,1190.25,-0.00077235,8.957848929,-0.31479,0.096831667,-0.008606161,-0.127377742,,,,,
2004-12-07,111.01,1104,4.2298,3.24,2.07007,3.88,1177.07,-0.011073304,9.795794329,-0.3498,0.097494167,-0.006903996,0.093543149,,,,,
2004-12-08,112.16,1103,4.1272,3.24,2.07416,3.87,1182.81,0.004876515,9.891385784,-0.2572,0.097153333,-0.007178379,0.009758418,,,,,
2004-12-09,110.88,1103.5,4.17031,3.24,2.06388,3.87,1189.24,0.005436207,10.00369695,-0.30031,0.09801,-0.005967796,0.011354442,,,,,
2004-12-10,108.57,1095,4.1554,3.24,2.06098,3.9,1188,-0.001042683,10.00460541,-0.2554,0.098251667,-0.012557206,9.08E-05,,,,,
2004-12-13,108.36,1098,4.15167,3.24,2.02783,3.9,1198.68,0.008989899,9.995003639,-0.25167,0.101014167,-0.008868729,-0.000959735,,,,,
2004-12-14,109.38,1095.5,4.1319,3.24,1.97182,3.88,1203.38,0.00392098,9.636733587,-0.2519,0.105681667,-0.010187256,-0.035844915,,,,,
2004-12-15,111.87,1090,4.079,3.24,1.98009,3.84,1205.72,0.001944523,9.637289256,-0.239,0.1049925,-0.01417686,5.77E-05,,,,,
2004-12-16,112.51,1090,4.18621,3.24,1.93168,3.82,1203.21,-0.002081744,9.28583658,-0.36621,0.109026667,-0.013128112,-0.036468001,,,,,
2004-12-17,112.63,1092,4.20724,3.24,1.939,3.81,1194.22,-0.00747168,9.575477981,-0.39724,0.108416667,-0.010354125,0.03119174,,,,,
2004-12-20,113.45,1091.5,4.19356,3.24,1.94652,3.81,1194.65,0.000360068,9.570495979,-0.38356,0.10779,-0.009954874,-0.000520288,,,,,
2004-12-21,113.51,1092.5,4.16998,3.25,1.91847,3.82,1205.45,0.009040305,9.060068811,-0.34998,0.110960833,-0.008170676,-0.053333408,,,,,
2004-12-22,113.66,1091,4.20221,3.25,1.84027,3.81,1209.57,0.003417811,8.949344567,-0.39221,0.1174775,-0.008609918,-0.012221126,,,,,
2004-12-23,112.54,1084.5,4.21956,3.25,1.80179,3.81,1210.13,0.000462974,8.938176477,-0.40956,0.120684167,-0.013193813,-0.001247923,,,,,
2004-12-24,113.15,1089.5,4.22,3.25,1.802,3.8,1210.13,0,8.890723095,-0.42,0.120666667,-0.007605775,-0.005309067,,,,,
2004-12-27,113,1087.5,4.29835,3.25,1.83726,3.81,1204.92,-0.004305323,9.071845695,-0.48835,0.117728333,-0.008366198,0.020372089,,,,,
2004-12-28,113.25,1089.5,4.29458,3.25,1.80415,3.82,1213.54,0.007154002,9.314970701,-0.47458,0.1204875,-0.005613106,0.026799949,,,,,
2004-12-29,113.84,1090.5,4.3235,3.25,1.71827,3.82,1213.45,-7.42E-05,9.182353512,-0.5035,0.127644167,-0.00399589,-0.014236995,,,,,
2004-12-30,115.25,1085,4.26197,3.25,1.77384,3.81,1213.55,8.24E-05,8.997211649,-0.45197,0.123013333,-0.008158695,-0.02016279,,,,,
2005-01-03,115.36,1087,4.21945,3.25,1.93127,3.86,1202.08,-0.009451609,8.39968237,-0.35945,0.109894167,-0.005603202,-0.066412718,,,,,
2005-01-04,114.77,1091,4.29083,3.26,2.00231,3.94,1188.04,-0.011679755,9.342707589,-0.35083,0.1048075,-0.001395849,0.112269152,,,,,
2005-01-05,114.65,1087,4.28329,3.26,2.01568,3.99,1183.74,-0.003619407,9.413965165,-0.29329,0.103693333,-0.00428241,0.00762708,,,,,
2005-01-06,112.94,1083,4.26948,3.25,2.01303,3.99,1187.89,0.003505837,9.497418186,-0.27948,0.103080833,-0.007036927,0.008864811,,,,,
2005-01-07,112.71,1082,4.27324,3.25,2.01354,4.08,1186.19,-0.001431109,8.683005823,-0.19324,0.103038333,-0.006975037,-0.085750922,,,,,
2005-01-10,113.27,1085,4.2745,3.25,2.02444,4.15,1190.25,0.003422723,8.605965036,-0.1245,0.10213,-0.003764576,-0.008872594,,,,,
2005-01-11,114.66,1085.5,4.24312,3.25,2.00485,4.15,1182.99,-0.006099559,8.665052861,-0.09312,0.1037625,-0.002733182,0.006865915,,,,,
2005-01-12,114.09,1085,4.2381,3.25,2.00297,4.31,1187.7,0.003981437,8.77432737,0.0719,0.103919167,-0.002711522,0.012610945,,,,,
2005-01-13,115.01,1084,4.16691,3.25,2.03082,4.25,1177.45,-0.008630125,8.634110133,0.08309,0.101598333,-0.003355859,-0.015980397,,,,,
2005-01-14,117.82,1086.5,4.21676,3.26,2.03546,4.47,1184.52,0.006004501,8.797994386,0.25324,0.102045,-0.000896572,0.018981024,,,,,
2005-01-17,119.91,1083,4.216,3.26,2.02,4.62,1184.52,0,8.752269448,0.404,0.103333333,-0.003702767,-0.0051972,,,,,
2005-01-18,119.5,1082.5,4.19174,3.26,1.96166,4.58,1195.98,0.009674805,9.423040579,0.38826,0.108195,-0.003750316,0.07663968,,,,,
2005-01-19,118.9,1083,4.1755,3.26,1.88788,4.46,1184.63,-0.009490125,9.630955812,0.2845,0.114343333,-0.002854249,0.022064559,,,,,
2005-01-20,118.02,1083.5,4.16924,3.27,1.88338,4.46,1175.41,-0.007783021,9.948134234,0.29076,0.115551667,-0.002049322,0.032933224,,,,,
2005-01-21,119.4,1080.5,4.14424,3.27,1.97712,4.49,1167.87,-0.006414783,9.49349019,0.34576,0.10774,-0.004629097,-0.045701438,,,,,
2005-01-24,119.83,1083.5,4.12431,3.27,1.99225,4.49,1163.75,-0.00352779,9.358705262,0.36569,0.106479167,-0.001589532,-0.014197616,,,,,
2005-01-25,118.91,1082,4.19538,3.27,2.00231,4.73,1168.41,0.004004296,9.533720586,0.53462,0.105640833,-0.002719019,0.018700805,,,,,
2005-01-26,120.51,1078,4.19536,3.28,2.13774,4.68,1174.07,0.00484419,9.767921471,0.48464,0.095188333,-0.005878963,0.024565529,,,,,
2005-01-27,120.16,1076,4.20787,3.28,2.15033,4.63,1174.55,0.000408834,9.727334554,0.42213,0.094139167,-0.007059475,-0.004155123,,,,,
2005-01-28,119.65,1074,4.13907,3.28,2.0864,4.67,1171.36,-0.002715934,9.280555788,0.53093,0.099466667,-0.00840181,-0.045930235,,,,,
2005-01-31,121.06,1073,4.13032,3.28,2.01767,4.87,1181.27,0.008460251,9.878126295,0.73968,0.105194167,-0.008684405,0.064389517,,,,,
2005-02-01,120,1074,4.14276,3.29,2.08616,4.81,1189.41,0.006890889,10.24630108,0.66724,0.10032,-0.006980722,0.037271722,,,,,
2005-02-02,119.74,1072,4.14398,3.29,2.20386,4.81,1193.19,0.003178046,9.864856886,0.66602,0.090511667,-0.008142117,-0.037227502,,,,,
2005-02-03,120.64,1073.5,4.16644,3.29,2.1783,4.79,1189.89,-0.002765695,9.061573478,0.62356,0.092641667,-0.006317543,-0.081428795,,,,,
2005-02-04,121.3,1073,4.08161,3.3,2.18299,4.86,1203.03,0.011043038,9.679754664,0.77839,0.093084167,-0.006366478,0.068220071,,,,,
2005-02-07,123.2,1074.5,4.05553,3.3,2.25657,4.85,1201.72,-0.001088917,9.647796397,0.79447,0.0869525,-0.004493445,-0.003301558,,,,,
2005-02-11,122.84,1073.5,4.09832,3.3,2.35587,4.85,1205.3,0.002979063,9.654915969,0.75168,0.0786775,-0.004866744,0.000737948,,,,,
2005-02-14,124.94,1073,4.07611,3.32,2.35317,4.85,1206.14,0.000696922,9.608137996,0.77389,0.080569167,-0.004776701,-0.00484499,,,,,
2005-02-15,125.48,1071,4.10203,3.32,2.35556,4.85,1210.12,0.003299783,9.342205989,0.74797,0.08037,-0.006032483,-0.027677788,,,,,
2005-02-16,125.85,1066.5,4.16028,3.32,2.387,4.85,1210.34,0.0001818,9.287369466,0.68972,0.07775,-0.009289364,-0.005869762,,,,,
2005-02-17,125.93,1061.5,4.18894,3.31,2.39193,4.85,1200.75,-0.007923393,9.203272518,0.66106,0.076505833,-0.012948369,-0.00905498,,,,,
2005-02-18,127.43,1061,4.26795,3.3,2.38622,4.85,1201.59,0.000699563,9.024073486,0.58205,0.076148333,-0.012426118,-0.01947123,,,,,
2005-02-21,128.09,1064,4.26,3.3,2.396,4.85,1201.59,0,9.024073486,0.59,0.075333333,-0.00875722,0,,,,,
2005-02-22,126.74,1063.5,4.29065,3.3,2.39623,4.85,1184.16,-0.01450578,9.804463228,0.55935,0.075314167,-0.008299142,0.086478655,,,,,
2005-02-23,125.53,1063,4.27181,3.3,2.40116,4.85,1190.8,0.00560735,9.456172423,0.57819,0.074903333,-0.007955951,-0.035523699,,,,,
2005-02-24,127.81,1061,4.28571,3.3,2.47588,4.85,1200.2,0.007893853,9.345308996,0.56429,0.068676667,-0.008781764,-0.011723922,,,,,
2005-02-25,129.13,1059,4.27201,3.3,2.49233,4.85,1211.37,0.009306782,9.370103319,0.57799,0.067305833,-0.009586159,0.00265313,,,,,
2005-02-28,130.85,1056,4.36822,3.3,2.48453,4.85,1203.6,-0.006414225,9.610466457,0.48178,0.067955833,-0.011374807,0.025652133,,,,,
2005-03-02,130.14,1056.1,4.38235,3.3,2.52948,4.85,1210.08,0.005383848,9.663951241,0.46765,0.06421,-0.01035932,0.005565264,,,,,
2005-03-03,130.61,1056.5,4.38498,3.3,2.53948,4.85,1210.47,0.000322293,9.603446909,0.46502,0.063376667,-0.009172075,-0.006260828,,,,,
2005-03-04,130.61,1059.5,4.31532,3.31,2.54913,4.85,1222.12,0.009624361,9.987390722,0.53468,0.063405833,-0.00572914,0.039979792,,,,,
2005-03-07,130.11,1057,4.30905,3.31,2.5642,4.85,1225.31,0.002610218,9.85863031,0.54095,0.06215,-0.007283366,-0.012892297,,,,,
2005-03-08,129.21,1057,4.38663,3.31,2.56021,4.85,1219.43,-0.004798786,9.848166745,0.46337,0.0624825,-0.006583616,-0.001061361,,,,,
2005-03-09,130.26,1063,4.52412,3.31,2.59819,4.85,1207.01,-0.010185086,10.39943935,0.32588,0.0593175,-0.000451348,0.05597718,,,,,
2005-03-10,128.76,1062,4.46491,3.31,2.59037,4.85,1209.25,0.001855826,10.37104389,0.38509,0.059969167,-0.00087494,-0.002730479,,,,,
2005-03-11,131.97,1066,4.54268,3.31,2.58473,4.85,1200.07,-0.007591482,10.6844284,0.30732,0.060439167,0.003289396,0.030217258,,,,,
2005-03-14,131.47,1067.5,4.51818,3.31,2.60489,4.85,1206.83,0.005633005,10.18342787,0.33182,0.058759167,0.004984913,-0.046890719,,,,,
2005-03-15,127.95,1074.5,4.54679,3.31,2.63776,4.85,1197.75,-0.007523843,10.50613353,0.30321,0.05602,0.011503558,0.031689296,,,,,
2005-03-16,128.17,1091,4.51452,3.31,2.69236,4.85,1188.07,-0.00808182,10.77686374,0.33548,0.05147,0.026070273,0.025768777,,,,,
2005-03-17,126.68,1085,4.46944,3.31,2.66925,4.85,1190.21,0.001801241,10.79966451,0.38056,0.053395833,0.019540408,0.002115714,,,,,
2005-03-18,126.82,1084,4.51106,3.31,2.70174,4.85,1189.65,-0.000470505,10.71207261,0.33894,0.050688333,0.017525086,-0.008110613,,,,,
2005-03-21,126.84,1087,4.52671,3.31,2.69391,4.85,1183.78,-0.004934224,10.79806918,0.32329,0.051340833,0.019097531,0.008028005,,,,,
2005-03-22,126.87,1095,4.62976,3.31,2.69371,4.85,1171.71,-0.010196151,10.99882211,0.22024,0.0513575,0.025108128,0.018591558,,,,,
2005-03-23,125.16,1086.5,4.60112,3.3,2.70254,4.85,1172.53,0.000699832,10.99882736,0.24888,0.049788333,0.016056783,4.78E-07,,,,,
2005-03-24,123.8,1085.5,4.59733,3.3,2.68707,4.85,1171.42,-0.000946671,10.99224184,0.25267,0.0510775,0.014054771,-0.000598747,,,,,
2005-03-25,125.07,1088,4.603,3.3,2.686,4.85,1171.42,0,9.918336786,0.247,0.051166667,0.015110025,-0.097696637,,,,,
2005-03-28,126.72,1090.5,4.63843,3.3,2.66593,4.85,1174.28,0.002441481,9.741746388,0.21157,0.052839167,0.015949617,-0.017804437,,,,,
2005-03-29,124.13,1093.5,4.5862,3.3,2.68099,4.85,1165.36,-0.007596144,9.526089741,0.2638,0.051584167,0.016968068,-0.02213737,,,,,
2005-03-30,123.49,1092,4.55763,3.3,2.67963,4.85,1181.41,0.013772568,10.21868068,0.29237,0.0516975,0.013880507,0.072704642,,,,,
2005-03-31,124.78,1086.5,4.4928,3.3,2.61327,4.85,1180.59,-0.000694086,10.04482047,0.3572,0.0572275,0.007371007,-0.017013959,,,,,
2005-04-01,126.88,1081.5,4.45,3.3,2.64832,4.85,1172.92,-0.006496752,9.963379993,0.4,0.054306667,0.001713518,-0.008107708,,,,,
2005-04-04,127.22,1079,4.47,3.3,2.66084,4.85,1176.12,0.002728234,10.04615854,0.38,0.053263333,-0.001619246,0.008308279,,,,,
2005-04-06,127.85,1083.5,4.48,3.3,2.60583,4.85,1184.07,0.006759514,9.714014552,0.37,0.0578475,0.001316914,-0.03306179,,,,,
2005-04-07,127.92,1080.5,4.47,3.3,2.60564,4.85,1191.14,0.005970931,9.945123932,0.38,0.057863333,-0.002262339,0.023791336,,,,,
