Date,KOSPI,FX,US_10Y,KR_1M,US_1M,KR_10Y,SPX,Returns_SPX,VIX,Yield_Spread,Swap_Point_Proxy,FX_MA_Divergence,VIX_Change,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
2020-02-11,299.28,1184.5,1.602,1.28,1.573,1.6,3357.75,0.001688499,11.98514095,-0.002,-0.024416667,0.007592029,-0.004676806,,,,,
2020-02-12,301.54,1180.0,1.637,1.28,1.567,1.61,3379.45,0.006462661,11.97530992,-0.027,-0.023916667,0.002783148,-0.000820268,,,,,
2020-02-13,300.93,1182.5,1.619,1.28,1.578,1.61,3373.94,-0.001630443,11.92944181,-0.009,-0.024833333,0.003883948,-0.003830223,,,,,
2020-02-14,303.01,1183.0,1.588,1.28,1.593,1.64,3380.16,0.001843542,11.77293268,0.052,-0.026083333,0.003243793,-0.013119569,,,,,
2020-02-17,302.76,1184.0,1.578,1.27,1.593,1.65,3380.16,0.0,11.74087892,0.072,-0.026916667,0.003092303,-0.002722666,,,,,
2020-02-18,297.74,1190.5,1.559,1.27,1.608,1.57,3370.29,-0.00291998,11.82705907,0.011,-0.028166667,0.007255113,0.007340179,,,,,
2020-02-19,298.33,1190.0,1.568,1.26,1.603,1.56,3386.15,0.004705827,11.62149268,-0.008,-0.028583333,0.005577151,-0.017381023,,,,,
2020-02-20,296.65,1203.0,1.519,1.26,1.595,1.54,3373.23,-0.003815543,11.68227898,0.021,-0.027916667,0.015018562,0.005230507,,,,,
2020-02-21,292.42,1211.5,1.473,1.26,1.601,1.47,3337.75,-0.010518109,12.27627097,-0.003,-0.028416667,0.020189049,0.050845558,,,,,
2020-02-24,281.02,1219.0,1.371,1.25,1.598,1.42,3225.89,-0.033513594,16.74754044,0.049,-0.029,0.024305191,0.364220493,,,,,
2020-02-25,284.24,1215.0,1.355,1.25,1.59,1.43,3128.21,-0.030280016,19.39407031,0.075,-0.028333333,0.019423585,0.158024988,,,,,
2020-02-26,279.94,1215.0,1.335,1.25,1.58,1.4,3116.39,-0.003778519,19.35000944,0.065,-0.0275,0.017886315,-0.002271873,,,,,
2020-02-27,277.09,1212.0,1.274,1.26,1.537,1.43,2978.76,-0.044163279,23.60400291,0.156,-0.023083333,0.014395715,0.219844517,,,,,
2020-02-28,268.02,1210.5,1.163,1.25,1.444,1.36,2954.22,-0.008238327,23.61056145,0.197,-0.016166667,0.012462362,0.000277857,,,,,
2020-03-02,270.37,1194.0,1.152,1.25,1.424,1.35,3090.23,0.046039225,29.11002594,0.198,-0.0145,-0.00133824,0.232923918,,,,,
2020-03-03,271.56,1193.0,0.999,1.25,1.124,1.39,3003.37,-0.02810794,29.95851148,0.391,0.0105,-0.002362386,0.029147536,,,,,
2020-03-04,278.13,1183.0,1.055,1.25,1.007,1.31,3130.12,0.042202592,33.52599284,0.255,0.02025,-0.010662764,0.119080728,,,,,
2020-03-05,281.38,1184.5,0.917,1.25,0.898,1.33,3023.94,-0.033922022,34.70940689,0.413,0.029333333,-0.009429031,0.035298404,,,,,
2020-03-06,275.1,1191.0,0.773,1.25,0.786,1.33,2972.37,-0.01705391,34.56784914,0.557,0.038666667,-0.003889098,-0.004078368,,,,,
2020-03-09,263.11,1201.5,0.559,1.25,0.591,1.28,2746.56,-0.075969681,41.91590074,0.721,0.054916667,0.004283774,0.212568956,,,,,
2020-03-10,264.67,1194.0,0.8,1.24,0.563,1.34,2882.23,0.049396336,46.2911599,0.54,0.056416667,-0.002381251,0.104381848,,,,,
2020-03-11,257.01,1191.5,0.877,1.24,0.439,1.35,2741.38,-0.048868411,48.20251883,0.473,0.06675,-0.004948118,0.041289934,,,,,
2020-03-12,247.62,1207.0,0.812,1.24,0.347,1.38,2480.64,-0.09511268,56.18266146,0.568,0.074416667,0.00696617,0.165554474,,,,,
2020-03-13,240.65,1218.0,0.983,1.24,0.39,1.54,2711.02,0.092871195,66.45695007,0.557,0.070833333,0.014661779,0.182872942,,,,,
2020-03-16,232.97,1228.0,0.74,1.24,0.203,1.52,2386.13,-0.119840503,76.18667202,0.78,0.086416667,0.021120905,0.146406387,,,,,
2020-03-17,226.89,1242.0,1.069,0.92,0.086,1.48,2529.19,0.059954822,80.11982459,0.411,0.0695,0.030555728,0.051625205,,,,,
2020-03-18,215.83,1257.0,1.183,0.87,0.053,1.48,2398.1,-0.051830823,81.11329602,0.297,0.068083333,0.040110879,0.01239982,,,,,
2020-03-19,199.28,1280.0,1.158,0.87,0.028,1.58,2409.39,0.004707894,81.2816831,0.422,0.070166667,0.055778946,0.002075949,,,,,
2020-03-20,213.67,1245.0,0.885,0.85,0.025,1.65,2304.92,-0.043359523,81.59081654,0.765,0.06875,0.025493184,0.003803236,,,,,
2020-03-23,201.87,1273.0,0.763,0.86,0.005,1.7,2237.4,-0.029293858,81.58785862,0.937,0.07125,0.04622971,-3.63e-05,,,,,
2020-03-24,220.34,1240.0,0.858,0.87,0.008,1.7,2447.33,0.093827657,89.84100549,0.842,0.071833333,0.018062397,0.101156557,,,,,
2020-03-25,232.89,1231.0,0.869,0.87,0.008,1.65,2475.56,0.01153502,89.86847416,0.781,0.071833333,0.010009846,0.000305748,,,,,
2020-03-26,229.34,1228.0,0.848,0.88,0.165,1.54,2630.07,0.062414161,92.83732368,0.692,0.059583333,0.006887504,0.033035495,,,,,
2020-03-27,233.79,1220.0,0.676,0.9,0.013,1.51,2541.47,-0.033687316,93.2941042,0.834,0.073916667,-6.15e-05,0.004920225,,,,,
2020-03-30,232.45,1224.0,0.726,0.91,0.028,1.55,2626.65,0.033516036,93.34196069,0.824,0.0735,0.001985142,0.000512964,,,,,
2020-03-31,236.82,1224.0,0.668,0.91,0.038,1.57,2584.59,-0.016012792,93.42100213,0.902,0.072666667,0.000715381,0.000846794,,,,,
2020-04-01,226.35,1231.0,0.602,0.92,0.041,1.54,2470.5,-0.044142398,92.56115059,0.938,0.07325,0.004467473,-0.00920405,,,,,
2020-04-02,231.84,1228.0,0.611,0.92,0.061,1.53,2526.9,0.022829387,92.87053828,0.919,0.071583333,0.000244359,0.003342522,,,,,
2020-04-03,231.7,1236.0,0.599,0.9,0.109,1.54,2488.65,-0.015137125,91.30061102,0.941,0.065916667,0.004918899,-0.01690447,,,,,
2020-04-06,240.81,1229.0,0.678,0.89,0.076,1.55,2663.68,0.070331304,94.61350743,0.872,0.067833333,-0.00188821,0.036285589,,,,,
2020-04-07,244.87,1214.0,0.726,0.88,0.066,1.57,2659.41,-0.001603045,94.50296544,0.844,0.067833333,-0.014870266,-0.001168353,,,,,
2020-04-08,241.89,1220.0,0.771,0.88,0.119,1.54,2749.98,0.034056426,91.64923903,0.769,0.063416667,-0.011144883,-0.030197215,,,,,
2020-04-09,245.61,1219.0,0.729,0.88,0.183,1.46,2789.82,0.014487378,90.21774811,0.731,0.058083333,-0.012435695,-0.015619234,,,,,
2020-04-10,248.0,1212.5,0.729,0.88,0.183,1.44,2789.82,0.0,88.53680348,0.711,0.058083333,-0.01748273,-0.018632084,,,,,
2020-04-13,243.4,1217.5,0.77,0.87,0.162,1.45,2761.63,-0.010104595,81.72630271,0.68,0.059,-0.013011228,-0.076922822,,,,,
2020-04-14,247.45,1216.0,0.75,0.87,0.17,1.47,2846.06,0.030572524,76.33659097,0.72,0.058333333,-0.013187259,-0.065948312,,,,,
2020-04-16,247.1,1226.0,0.617,0.87,0.094,1.43,2799.55,-0.01634189,63.2045247,0.813,0.064666667,-0.003818965,-0.172028461,,,,,
2020-04-17,255.02,1217.0,0.642,0.87,0.132,1.44,2874.56,0.026793592,60.8895838,0.798,0.0615,-0.008594355,-0.03662619,,,,,
2020-04-20,252.14,1220.0,0.616,0.87,0.094,1.44,2823.16,-0.017880997,58.00070397,0.824,0.064666667,-0.005137405,-0.047444565,,,,,
2020-04-21,249.4,1231.0,0.566,0.86,0.081,1.46,2736.56,-0.030674847,59.46447358,0.894,0.064916667,0.005554648,0.025237101,,,,,
2020-04-22,251.88,1232.0,0.618,0.86,0.081,1.51,2799.31,0.022930248,56.98039091,0.892,0.064916667,0.006700441,-0.041774231,,,,,
2020-04-23,253.74,1231.0,0.603,0.86,0.089,1.51,2797.8,-0.000539419,55.44310378,0.907,0.06425,0.005883314,-0.026979231,,,,,
2020-04-24,250.28,1234.5,0.605,0.86,0.096,1.55,2836.74,0.013918078,47.03900246,0.945,0.063666667,0.008475442,-0.151580643,,,,,
2020-04-27,254.84,1226.0,0.664,0.86,0.096,1.57,2878.48,0.014714073,47.08686059,0.906,0.063666667,0.001286318,0.001017414,,,,,
2020-04-28,256.39,1219.5,0.616,0.86,0.086,1.57,2863.39,-0.00524235,42.97039184,0.954,0.0645,-0.003839242,-0.087422875,,,,,
2020-04-29,258.15,1219.0,0.628,0.86,0.084,1.52,2939.51,0.026583874,41.40361878,0.892,0.064666667,-0.004044283,-0.036461689,,,,,
2020-05-04,250.6,1225.5,0.631,0.86,0.094,1.5,2842.74,-0.032920453,42.38352758,0.869,0.063833333,0.001491409,0.023667226,,,,,
2020-05-06,255.0,1225.5,0.709,0.86,0.086,1.5,2848.42,0.001998072,41.80054123,0.791,0.0645,0.001593723,-0.013755022,,,,,
2020-05-07,254.46,1224.0,0.639,0.86,0.084,1.48,2881.19,0.011504624,38.06489393,0.841,0.064666667,0.00085858,-0.089368396,,,,,
2020-05-08,256.62,1221.0,0.685,0.85,0.096,1.44,2929.8,0.016871501,37.8255947,0.755,0.062833333,-0.001267842,-0.006286612,,,,,
2020-05-11,254.95,1224.0,0.707,0.85,0.101,1.45,2930.32,0.000177487,37.09747555,0.743,0.062416667,0.000776747,-0.019249377,,,,,
2020-05-12,253.37,1224.0,0.667,0.83,0.099,1.43,2870.12,-0.020543831,30.92589707,0.763,0.060916667,0.000613121,-0.166361144,,,,,
2020-05-13,255.85,1224.5,0.654,0.82,0.086,1.4,2820.0,-0.017462684,31.70094947,0.746,0.061166667,0.000796878,0.025061598,,,,,
2020-05-14,253.65,1228.5,0.617,0.82,0.084,1.38,2852.5,0.011524823,29.90650146,0.763,0.061333333,0.003410042,-0.056605497,,,,,
2020-05-15,253.79,1230.5,0.644,0.81,0.094,1.38,2863.7,0.00392638,29.58217117,0.736,0.059666667,0.004510296,-0.010844809,,,,,
2020-05-18,255.44,1234.5,0.726,0.8,0.091,1.39,2953.91,0.031501205,31.28144929,0.664,0.059083333,0.007015254,0.057442644,,,,,
2020-05-19,261.79,1226.0,0.692,0.8,0.091,1.4,2922.94,-0.010484409,31.30049037,0.708,0.059083333,8.16e-05,0.000608702,,,,,
2020-05-20,262.72,1229.0,0.69,0.8,0.081,1.37,2971.61,0.016651043,30.15005371,0.68,0.059916667,0.00203832,-0.036754589,,,,,
2020-05-21,263.74,1230.5,0.68,0.8,0.081,1.35,2948.51,-0.007773564,29.65528953,0.67,0.059916667,0.002832053,-0.01641006,,,,,
2020-05-22,259.62,1240.5,0.657,0.8,0.096,1.34,2955.45,0.002353731,28.38154187,0.683,0.058666667,0.010590631,-0.042951786,,,,,
2020-05-25,262.76,1242.0,0.659,0.79,0.129,1.33,2955.45,0.0,27.55589659,0.671,0.055083333,0.011400651,-0.029090924,,,,,
2020-05-26,267.31,1234.0,0.695,0.78,0.099,1.32,2991.77,0.012289161,25.12957518,0.625,0.05675,0.004763262,-0.088050897,,,,,
2020-05-27,267.64,1234.5,0.695,0.77,0.106,1.33,3036.13,0.014827343,24.54698081,0.635,0.055333333,0.005170378,-0.023183614,,,,,
2020-05-28,268.29,1240.0,0.697,0.69,0.129,1.3,3029.73,-0.002107947,24.58605989,0.603,0.04675,0.009073524,0.001592012,,,,,
2020-05-29,268.32,1238.0,0.653,0.6,0.129,1.36,3044.31,0.00481231,24.32553111,0.707,0.03925,0.006688215,-0.010596606,,,,,
2020-06-01,273.19,1228.0,0.667,0.59,0.122,1.39,3055.73,0.003751261,23.99038203,0.723,0.039,-0.001808612,-0.013777667,,,,,
2020-06-02,276.08,1222.5,0.687,0.58,0.122,1.39,3080.82,0.008210804,23.87905657,0.703,0.038166667,-0.006158161,-0.00464042,,,,,
2020-06-03,285.91,1217.0,0.746,0.57,0.124,1.41,3122.87,0.013648964,22.74924897,0.664,0.037166667,-0.01028748,-0.047313746,,,,,
2020-06-04,286.45,1219.5,0.825,0.56,0.122,1.42,3112.35,-0.003368696,19.07470764,0.595,0.0365,-0.00807288,-0.161523633,,,,,
2020-06-05,290.62,1209.0,0.893,0.56,0.134,1.45,3193.93,0.026211705,20.45069401,0.557,0.0355,-0.016133298,0.072136695,,,,,
2020-06-08,290.77,1201.0,0.878,0.56,0.137,1.45,3232.39,0.012041591,20.4710522,0.572,0.03525,-0.021728063,0.000995477,,,,,
2020-06-09,291.32,1201.0,0.824,0.55,0.139,1.4,3207.18,-0.007799183,20.50341666,0.576,0.03425,-0.020810827,0.001580986,,,,,
2020-06-10,291.9,1191.0,0.736,0.55,0.132,1.4,3190.14,-0.005313079,20.71576881,0.664,0.034833333,-0.027636037,0.010356916,,,,,
2020-06-11,288.62,1195.5,0.666,0.55,0.119,1.37,3002.1,-0.058944122,28.70166101,0.704,0.035916667,-0.02264552,0.385498229,,,,,
2020-06-12,281.78,1203.0,0.71,0.55,0.144,1.38,3041.31,0.013060857,28.04338935,0.67,0.033833333,-0.01540728,-0.022934967,,,,,
2020-06-15,267.95,1215.5,0.72,0.55,0.162,1.4,3066.59,0.008312208,27.9552739,0.68,0.032333333,-0.00440258,-0.003142111,,,,,
2020-06-16,282.59,1212.0,0.741,0.55,0.139,1.41,3124.74,0.018962431,28.44518149,0.669,0.03425,-0.006699859,0.017524693,,,,,
2020-06-17,283.02,1213.5,0.733,0.55,0.132,1.4,3113.49,-0.0036003,26.82667342,0.667,0.034833333,-0.004838445,-0.0568992,,,,,
2020-06-18,281.91,1209.5,0.707,0.55,0.124,1.38,3115.34,0.000594189,26.44079653,0.673,0.0355,-0.007263923,-0.014384075,,,,,
2020-06-19,283.37,1209.5,0.694,0.55,0.132,1.38,3097.74,-0.005649464,26.13844365,0.686,0.034833333,-0.005999343,-0.01143509,,,,,
2020-06-22,281.42,1214.0,0.71,0.55,0.132,1.4,3117.86,0.006495058,25.94202598,0.69,0.034833333,-0.001151884,-0.007514513,,,,,
2020-06-23,281.94,1209.0,0.715,0.55,0.124,1.38,3131.29,0.004307442,25.94757396,0.665,0.0355,-0.004241651,0.000213861,,,,,
2020-06-24,286.7,1202.5,0.679,0.55,0.112,1.36,3050.33,-0.025855159,27.69443645,0.681,0.0365,-0.008288318,0.067322767,,,,,
2020-06-25,279.73,1203.5,0.682,0.55,0.114,1.35,3083.76,0.01095947,27.63636397,0.668,0.036333333,-0.005967499,-0.0020969,,,,,
2020-06-26,283.38,1200.0,0.64,0.55,0.117,1.33,3009.05,-0.024226918,28.52713611,0.69,0.036083333,-0.007300478,0.032231886,,,,,
2020-06-29,278.04,1200.5,0.627,0.55,0.137,1.35,3053.24,0.014685698,28.95882102,0.723,0.034416667,-0.005755932,0.015132431,,,,,
2020-06-30,280.09,1203.0,0.658,0.55,0.129,1.37,3100.29,0.01540986,29.36684065,0.712,0.035083333,-0.002880292,0.014089649,,,,,
