,VIX,FX,Correlation,Scenario
3450,42.88625968306248,1000.0,0.47669798703674926,VIX_Sustained_High
3591,41.50566091369879,1000.0,0.1940364418856957,VIX_Sustained_High
3611,41.15629497198516,1000.0,0.329516134534054,VIX_Sustained_High
3652,45.577706144087216,1000.0,0.12192216928205406,VIX_Sustained_High
3653,48.457998917532194,1000.0,0.25342483822423817,VIX_Sustained_High
3654,42.66179076205254,1000.0,0.25533663479630636,VIX_Sustained_High
4040,43.553641362243255,1000.0,0.5028334241930599,VIX_Sustained_High
4042,44.13954133328934,1000.0,0.5343931541761417,VIX_Sustained_High
4043,51.46987725830464,1000.0,0.574183520698924,VIX_Sustained_High
4044,44.89451215795468,1000.0,0.6320556095690811,VIX_Sustained_High
4045,47.63490688830408,1000.0,0.6021190206488223,VIX_Sustained_High
4046,47.41702859315514,1000.0,0.6248433673049573,VIX_Sustained_High
4047,43.3046816820335,1000.0,0.6237331014422722,VIX_Sustained_High
4076,43.80065729828892,1000.0,0.5859053740699691,VIX_Sustained_High
4077,40.589369223604656,1000.0,0.6394695855731288,VIX_Sustained_High
4078,50.00111708756769,1000.0,0.6685256779774787,VIX_Sustained_High
4079,42.4202890522967,1000.0,0.6915646524247921,VIX_Sustained_High
4177,43.34109105339288,1000.0,0.1151809510521148,VIX_Sustained_High
4178,45.152892562450845,1000.0,0.22377747709525103,VIX_Sustained_High
4179,47.234247390096876,1000.0,0.32048610192727334,VIX_Sustained_High
4180,44.56631723179538,1000.0,0.39323660835387453,VIX_Sustained_High
4260,47.16342935261055,1000.0,0.31860869342677184,VIX_Sustained_High
4261,43.03191717160565,1000.0,0.3102000336640862,VIX_Sustained_High
4563,42.76587694627622,1000.0,0.3110748778270854,VIX_Sustained_High
4720,48.5388175566529,1000.0,0.1810593089586426,VIX_Sustained_High
4721,44.771027093849526,1000.0,0.27309275757727103,VIX_Sustained_High
